Date,Activity Type,Upvotes,Content
2023-10-17 07:07:44,Comment,1,Punish them all!! Families were destroyed because of the FTX collapse!!
2023-10-17 07:05:59,Comment,2,"Good morning european bronuts! One more day in going to the fiat mines. Enjoy your day, knowing that we are one day closer to the next bull market!!!"
2023-10-16 23:16:03,Comment,1,The power of media...all powerful players in this space can manipulate the market
2023-10-16 21:32:20,Comment,1,Sorry for you UK bronuts
2023-10-16 21:31:49,Comment,2,I'm not surprised. Nobody is surprised!
2023-10-16 21:31:12,Comment,2,Good reminder sir
2023-10-16 21:29:15,Comment,1,Well I'm a Nigerian prince.
2023-10-16 21:22:47,Comment,1,"I'm a software developer, one day i would like to enter development in crypto."
2023-10-16 21:11:57,Comment,2,"Man it's so sad to see so many scams. I try to make my best to don't be scammed, I try to make it simple and don't chase shady things."
2023-10-16 21:09:38,Comment,2,"This is my 2nd cycle, I didn't take profits in 2021, o learned my lesson. Time in the market is better than timing the market. I live by this words now."
2023-10-16 21:07:31,Comment,1,'solana network is offline for the 986 time'
2023-10-16 21:06:06,Comment,2,It's a wannabe contender. 'ethereum killer' ahahah
2023-10-16 21:04:50,Comment,1,I will never trust Solana. I think it could be the next Luna. I don't know how it's going to end but my guess is that in the next few years it will go to 0. Maybe in the next bear.
2023-10-16 21:03:11,Comment,3,Eth and Matic. Name a better duo.
2023-10-16 21:02:20,Comment,1,And as always the big boys made big money and retailers got wrecked.
2023-10-16 21:01:38,Comment,1,You will be fine bronut. Time in the market is better than timing the market.
2023-10-16 20:09:52,Comment,3,And then we dump our coin in a big profit in 2025 to the retail that is now saying that crypto is a scam
2023-10-16 20:07:09,Comment,1,I don't really care about jpegs but I'm sure that nfts have utility but maybe we need a few years to use nfts casually in our daily life.
2023-10-16 20:04:47,Comment,1,DCA all the way until bull run starts. We will be so happy in 2025
2023-10-16 20:01:48,Comment,2,They can't stop innovation forever. People will win!
2023-10-16 20:00:45,Comment,3,He also has his pockets full of money.
2023-10-16 19:59:56,Comment,2,I don't really know how that guy still have a job and sleeps well at night. Everybody Hates Gary
2023-10-16 19:09:46,Comment,1,MetaTroll xD i have 0 donuts so for now there's no way I see that bug
2023-10-16 19:06:17,Comment,1,"I think Binance will be fine, SBF gave away a lot of money to Gensler target Binance but i think most of it is just smoke."
2023-10-16 18:54:53,Comment,1,I read that you were going to sleep after u went long on something xD crypto ruining my conversations
2023-10-16 18:53:30,Comment,1,4 year cycle is so simple yet people like to overcomplicate things
2023-10-16 18:52:03,Comment,1,A doge eating a donut
2023-10-16 18:51:38,Comment,2,I can't wait to have 1 donut in my wallet!!!
2023-10-16 18:50:38,Comment,1,'this time is going to be different' - gets wrecked every time
2023-10-16 18:08:16,Comment,2,yeah imagine knowing that the etf's were not approved and u knew that this were fake news...i would do x100 short when it was pumping.
2023-10-16 16:38:36,Comment,1,It's the best advice i could give to people.
2023-10-16 16:37:36,Comment,3,Market manipulation again....some big boys made huge profit I'm sure with this news
2023-10-16 16:36:34,Comment,1,"Yeah, I wish one day I could make 100x with a small cap."
2023-10-16 14:39:39,Comment,1,"Yeah i know that too buy i guess living in Eastern Europe is not that great, specially with wars close."
2023-10-16 14:37:56,Comment,2,I guess futures and such are much more stressing too
2023-10-16 14:37:07,Comment,2,Thank u. I have hopium!
2023-10-16 14:36:41,Comment,1,It's so easy yet people try to complicate things
2023-10-16 11:22:35,Comment,2,Uptober or pumptober?
2023-10-16 11:19:59,Comment,2,We are the early bronuts adopters!
2023-10-16 11:18:31,Comment,2,"I would had, do your own research."
2023-10-16 11:17:22,Comment,2,DCA is the best way. Time in the market is better than timing the market.
2023-10-16 10:57:01,Comment,1,I started to using it too xD
2023-10-16 10:56:30,Comment,2,I wouldn't mind a dumptober so i can buy more. In 2024 eth can pump whatever it wants!
2023-10-16 10:08:28,Comment,1,"An upvote for you sir, this is where I get my news now"
2023-10-16 10:07:34,Comment,2,Meat in his ass diet xD This guy needs a good punishment for his crimes and i hope they get his parents too because I think they are behind all of this too.
2023-10-16 10:04:52,Comment,1,"Thank you for the correction! It's closer than I thought, good news."
2023-10-16 10:04:06,Comment,1,"Yeah. The better traders are people emotionless, i know a few xD"
2023-10-16 09:05:24,Comment,2,Ohh poor little Sam.
2023-10-16 09:04:35,Comment,1,Put him behind bars for a few months!
2023-10-16 09:03:21,Comment,1,We humans are greedy :(
2023-10-16 09:02:36,Comment,1,Here you have an upvote sir
2023-10-16 09:01:39,Comment,2,100% sure!!!
2023-10-16 09:01:21,Comment,1,Have a nice week with a lot of green days!
2023-10-16 09:00:30,Comment,1,I think 28th but I'm not 100% sure xD
2023-10-16 08:55:26,Comment,1,Yeah we all win!
2023-10-16 08:55:01,Comment,1,This is the way!!!
2023-10-16 08:54:23,Comment,2,Gl to you too
2023-10-16 08:53:16,Comment,2,"My first cycle was to learn, the next one in 2024-25 will be to make life changing money!!"
2023-10-16 07:11:31,Comment,2,Going to the fiat mine too. Have a nice day in the mines
2023-10-16 07:10:38,Comment,1,Thank you for your sacrifice sir
2023-10-16 07:09:23,Comment,2,Because I've not arrived yet!
2023-10-16 07:08:49,Comment,1,I think that too
2023-10-16 07:07:56,Comment,1,Good day bronuts. Have a nice week! Going to the fiat mines. xD
2023-10-15 23:55:54,Comment,3,Good night early adopters and future millionaires! Dream about the next bull run and how epic it will be!
2023-10-15 23:00:39,Comment,1,You're welcome!
2023-10-15 23:00:16,Comment,1,We all know that!
2023-10-15 22:11:28,Comment,1,Just don't chase this things and accumulate eth
2023-10-15 22:10:51,Comment,1,Hopium that we are 1 day closer to a bull market
2023-10-15 22:10:25,Comment,1,Sam Bankman Fried kind of person
2023-10-15 22:09:52,Comment,2,An upvote for you sir.
2023-10-15 22:08:39,Comment,1,He's that annoying rich nerd kid that turns into a psychopath.
2023-10-15 20:25:26,Comment,2,Their money is magic too xD
2023-10-15 20:25:02,Comment,10,Man banks are just evil. This is why my goal for 2025 is to make enough money to buy a house up front without needing a loan from a bank. 200k should be enough.
2023-10-15 18:54:35,Comment,1,My hopium says no!
2023-10-15 18:14:21,Comment,1,Oh no we're doomed
2023-10-15 18:13:06,Comment,2,Sorry bronut!
2023-10-15 18:12:05,Comment,1,Put some powder in some small caps too and then put profits on btc or eth.
2023-10-15 18:10:56,Comment,1,Make peace not war! Innovation in crypto means having a lot of solutions for different problems.
2023-10-15 17:58:07,Comment,1,"You got an upvote sir, you got an upvote, everybody got an upvote!!!"
2023-10-15 16:48:46,Comment,1,Sorry for you!
2023-10-15 16:48:20,Comment,1,Dinosaurs got extinct! It's just a matter of time
2023-10-15 16:47:42,Comment,1,Crypto will win in the long run!!
2023-10-15 16:47:03,Comment,2,A nice reminder!
2023-10-15 16:45:57,Comment,1,"Accumulating until the end of 2023, i think in 2024 I'll not buy anything unless we dump hard."
2023-10-15 16:44:27,Comment,2,I think this too. It's much more convenient to buy or trade on a cex.
2023-10-15 16:43:30,Comment,1,I'm not aping into that! It's dead
2023-10-15 16:42:45,Comment,2,"Ouch. My worst was Solana, i bought at 20 and sold at 35 and in like 2 months it was +200"
2023-10-15 16:41:04,Comment,1,Thanks I'm going to check that wallet.
2023-10-15 16:02:28,Comment,1,Yeah that's why I'm more into crypto then ever.
2023-10-15 14:03:23,Comment,1,I don't know xD
2023-10-15 13:19:08,Comment,1,I'm loving the positivity and kindness of this sub :D
2023-10-15 13:11:10,Comment,0,I need hopium every day!
2023-10-15 13:08:15,Comment,2,I'm still waiting for my first donuts but I'm loving this community already! I can't wait to accumulate more and more donuts!!!
2023-10-15 11:49:38,Comment,1,Gotta rug them all!
2023-10-15 11:48:23,Comment,1,That's art. People don't get art.
2023-10-15 11:46:57,Comment,2,Never owned an nft. Maybe next bull it will change but that's not something I'm really interested in.
2023-10-15 11:40:45,Comment,2,The only way.
2023-10-15 11:40:19,Comment,2,With 100k euros you can buy a decent house! And with 200k you can buy an amazing house. But of course it all depends of the area in the country. I live in the interior of Portugal
2023-10-15 11:37:49,Comment,2,A few days of eth pumping can put you in the moon. Eth is the fuel of a rocket in my analogy xD
2023-10-15 11:36:21,Comment,1,Have a great day too bronut
2023-10-15 11:35:24,Comment,5,I can relate!
2023-10-15 11:34:59,Comment,2,Gotta prep my fiat then
2023-10-15 11:20:07,Comment,1,Now i want too xD
2023-10-15 11:19:39,Comment,2,Yes when eth starts to pump hard
2023-10-15 11:18:58,Comment,1,1 million xD
2023-10-15 11:17:08,Comment,6,Patience is key. DCA and hodl. No doubt eth will perform better in the next bull run.
2023-10-15 09:45:11,Comment,1,I have put $20 in it and now I have $5. First and last time i bought a meme coin. Just had put it on eth!
2023-10-15 09:43:04,Comment,1,Only good news!
2023-10-15 09:42:02,Comment,1,The perfect storm for an epic bull run is coming!
2023-10-15 09:41:22,Comment,4,Is he being paid by SBF?
2023-10-15 09:39:57,Comment,1,"Being jealous is a sin sir! Just take the loss, eth is and will always be better!"
2023-10-15 09:37:33,Comment,1,"I'm not in America, but still it's a problem that affects too the whole world because crypto needs America!"
2023-10-15 09:36:00,Comment,2,Oh okay I misunderstood. I guess Gensler is doing a good job then xD
2023-10-15 01:12:55,Comment,1,"Shiat but I'm a simple guy, i don't want to do crazy shit"
2023-10-15 00:42:12,Comment,1,Eth is the of crypto. Eth will be king one day!
2023-10-15 00:40:48,Comment,2,They are killing innovation in America....
2023-10-15 00:38:50,Comment,3,Ferrari to accept donuts in 2025 confirmed
2023-10-15 00:37:40,Comment,2,Have a good night my european bronuts! Dream with your bags mooning in 2025!!
2023-10-14 20:32:24,Comment,1,"Everybody can smell the FUD nowadays, we are well trained, FUD everyday!"
2023-10-14 20:30:28,Comment,2,Yeah it's what i use too
2023-10-14 20:29:51,Comment,1,Weird weird situation
2023-10-14 20:29:23,Comment,2,Lock them behind bars and don't give them access to the internet
2023-10-14 20:28:25,Comment,1,She's just trying to save her flaccid ass!
2023-10-14 19:58:03,Comment,0,I would say huge
2023-10-14 19:57:26,Comment,1,By 2029 or 2030 may be possible. 20k by that time I think it's totally possible
2023-10-14 17:59:46,Comment,1,"I'm waiting for that too, i hope it happens soon"
2023-10-14 17:59:06,Comment,1,All of that in Q2 2024 and we will be inba new bull market!!
2023-10-14 17:58:03,Comment,0,Unfortunately you have to move on
2023-10-14 17:56:32,Comment,2,Humm bizarre situation
2023-10-14 16:33:39,Comment,1,This one Gensler don't attack...
2023-10-14 16:32:52,Comment,1,Shiba buyers that bought the top ahah
2023-10-14 16:32:09,Comment,1,"Taylor is skinny, she needs donuts!!!"
2023-10-14 16:31:08,Comment,2,I'm interested too!
2023-10-14 15:57:29,Comment,1,Markets can be manipulated???
2023-10-14 15:56:56,Comment,1,Create a whale coin then say that you are a crypto whale
2023-10-14 15:55:33,Comment,2,This sounds sketchy
2023-10-14 15:52:53,Comment,1,They gonna make their own app
2023-10-14 15:52:25,Comment,1,"Now they gonna dump on the late buyers, that is why i never buy this kind of coins. Eth all the way"
2023-10-14 15:50:57,Comment,2,But why?
2023-10-14 15:50:27,Comment,1,I wish we could buy donuts with donuts xD
2023-10-14 15:49:41,Comment,2,Better not to check charts xD
2023-10-14 13:13:11,Comment,1,Yeah
2023-10-14 13:10:48,Comment,1,Yes sir!
2023-10-14 10:39:25,Comment,3,Netflix and chill :D
2023-10-14 10:38:53,Comment,2,Ahah true
2023-10-14 10:17:00,Comment,1,Lamb going to accept donuts xD
2023-10-14 10:15:03,Comment,2,DCA is THE way
2023-10-14 10:14:18,Comment,1,Gta 6!!
2023-10-14 10:13:22,Comment,2,I know how I'm going to to buy mine now!
2023-10-14 10:12:10,Comment,2,Never give up. Never surrender.
2023-10-14 10:11:25,Comment,4,$10 donut
2023-10-14 10:09:13,Comment,2,Good morning early adopters and bronuts! Have a great weekend!!
2023-10-14 10:08:10,Comment,1,"Yeah, don't be greedy in this space!"
2023-10-14 08:56:31,Comment,1,This is the way
2023-10-14 08:50:21,Comment,2,Congrats! I want to go there one day
2023-10-14 08:48:59,Comment,1,Thanks kind bronut!
2023-10-14 08:47:37,Comment,1,Deal with it boys! Eth is just superior!
2023-10-14 08:46:33,Comment,3,Lol every day we see things like this. People need to just simply buy and hodl and sell when euphoria comes!
2023-10-14 08:44:32,Comment,1,Everybody is xD
2023-10-14 08:43:57,Comment,1,Recession. The big boys still want to buy more cheaper so they need to dump more.
2023-10-14 08:42:52,Comment,2,Wallet of crypto or wallet of fiat? xD
2023-10-14 08:41:59,Comment,2,This is the way!
2023-10-14 01:08:18,Comment,2,Can't wait to see this sub in a bull run. Gonna be epic
2023-10-14 01:06:45,Comment,1,It will pay off in the near future!
2023-10-14 01:05:56,Comment,1,Going to sleep xD
2023-10-14 01:05:01,Comment,1,This is the way!
2023-10-14 00:39:41,Comment,1,Yes it's just a matter of time!
2023-10-14 00:38:45,Comment,1,"Pain is temporary, wealth will come for all of us that remain in this space in this crypto winter"
2023-10-14 00:36:57,Comment,2,Felling neutral xD
2023-10-14 00:36:40,Comment,2,That's nice!
2023-10-14 00:35:26,Comment,2,This is the way
2023-10-14 00:35:07,Comment,4,Good night european bronuts. Sweet dreams. Dreams with a lot of donuts!!
2023-10-14 00:32:51,Comment,1,"I think that too, eth below 1000 it's just wishful thinking for my part"
2023-10-14 00:31:11,Comment,1,In my opinion. Not financial advise xD
2023-10-14 00:30:51,Comment,1,"It's almost over, one last dip and then it's bull season"
2023-10-14 00:29:54,Comment,1,"I agree, that's what usually they do"
2023-10-14 00:29:24,Comment,1,Let's see if they remain like this in the next few years
2023-10-14 00:28:43,Comment,1,That's a good thing in movies in my opinion
2023-10-13 22:07:03,Comment,1,Here you have an upvote buddy
2023-10-13 22:05:25,Comment,3,2024 will be filled with good news for crypto
2023-10-13 22:04:37,Comment,1,He should had told her he owned thousands of donuts!!
2023-10-13 22:03:50,Comment,1,Bear market has advantages too xD
2023-10-13 22:02:02,Comment,1,Or gal
2023-10-13 22:01:52,Comment,1,Wise guy
2023-10-13 22:01:30,Comment,2,"Let it dump, let it dump, i just want to buy moooore, let it dump, let it duuump, the perfect entry is hereeee"
2023-10-13 22:00:07,Comment,2,I mean the government!!
2023-10-13 21:59:54,Comment,1,Don't trust the Chinese!
2023-10-13 21:57:57,Comment,1,"Gotta go check brick. But still, nothing will beat donuts"
2023-10-13 21:47:17,Comment,1,Nobody can trust that lizard
2023-10-13 21:46:12,Comment,2,Thanks kind bot.
2023-10-13 18:18:41,Comment,1,Below 1000 i hope
2023-10-13 18:18:15,Comment,2,They need to make a movie about all of this shit show
2023-10-13 18:17:14,Comment,1,The hopium that we all need
2023-10-13 18:16:50,Comment,1,Seems likely. Buy and hodl until 2025.
2023-10-13 18:15:54,Comment,1,I don't feel sorry if you get scammed in a crypto signals group. DYOR
2023-10-13 18:12:39,Comment,1,Jesus Coin vs Satan Coin.
2023-10-13 16:54:46,Comment,1,Killing SEC = innovation
2023-10-13 16:52:54,Comment,2,Nobody is.
2023-10-13 16:52:07,Comment,1,My DMs are full of messages from Nigerian Princes!
2023-10-13 16:50:51,Comment,2,In Portugal I dont need to worry about that if I hodl for +1 year
2023-10-13 16:48:11,Comment,2,And we will buy all the things we want.
2023-10-13 16:24:57,Comment,1,Sam The Wise
2023-10-13 16:23:45,Comment,3,Give cheap eth please.
2023-10-13 16:23:10,Comment,2,OMG that would be freaking awesome.
2023-10-13 16:22:44,Comment,1,thank you for your service kind bot
2023-10-13 16:21:29,Comment,1,Nobody needs that!
2023-10-13 16:21:01,Comment,1,Look at all the cash that I dont have!
2023-10-13 14:14:43,Comment,2,Hello darkness my old friend.
2023-10-13 14:13:30,Comment,1,Yes. Crying in pain.
2023-10-13 12:39:45,Comment,1,I would tip donuts to fire him!
2023-10-13 12:39:23,Comment,1,Bullish!
2023-10-13 12:38:40,Comment,2,We need Onion Coin!
2023-10-13 12:37:59,Comment,2,Hodl like my life depends on it! Because it actually does!
2023-10-13 12:36:44,Comment,1,I still have 0 so for now my goal is to have 1!
2023-10-13 12:35:58,Comment,1,I too like to live dangerously - Austin Powers
2023-10-13 12:35:18,Comment,2,Get donuts!
2023-10-13 12:33:50,Comment,1,I like donuts!
2023-10-13 10:31:06,Comment,1,2025 will be THE year we all get rich!!!!
2023-10-13 10:30:19,Comment,2,I have the patience of a Mongol Monk.
2023-10-13 10:29:33,Comment,1,They all got killed xD
2023-10-13 09:55:50,Comment,1,Probably what got divorced and needs the money. That's my bet xD
2023-10-13 09:54:33,Comment,2,Now we think buying below $1000 is cheap xD
2023-10-13 09:53:12,Comment,8,Probably like now
2023-10-13 09:52:46,Comment,1,If they were up like 10% or more for the week then no.
2023-10-13 09:51:50,Comment,0,Good content as always
2023-10-13 09:49:14,Comment,2,If it's the best donut in the world i would pay $10
2023-10-13 09:48:07,Comment,4,Good morning early adopters and future millionaires!
2023-10-12 23:48:53,Comment,2,Me too. I'm a cop. Cops love donuts.
2023-10-12 20:26:52,Comment,1,Amen to that
2023-10-12 17:16:40,Comment,2,Jesus can't even pump Jesus Coin. We're doomed xD
2023-10-12 17:14:38,Comment,1,Bleed to $900 please so i can buy more xD
2023-10-12 17:07:25,Comment,1,Teach me master
2023-10-12 17:07:07,Comment,1,Is he a wizard?
2023-10-12 12:04:10,Comment,1,I agree. I'm saving a good amount of cash to buy below $1000
2023-10-12 12:03:11,Comment,1,Protect yourself at all costs!!!!
2023-10-12 12:01:24,Comment,2,Buy buy buy...in a few months! I think we gonna dump in the next few months
2023-10-12 12:00:30,Comment,1,Metamask is the best wallet around!
2023-10-12 11:59:58,Comment,1,Thanks for the info. I'm scared one day I'll be drunk or stoned and I fell for something like that xD
2023-10-11 22:43:10,Comment,1,Seems a reasonable price. I take it.
2023-10-11 22:42:13,Comment,1,"The people with money are the worst, they always want more."
2023-10-11 22:36:30,Comment,1,No shit. It was too obvious.
2023-10-11 22:35:14,Comment,1,"Halloween started early? I want that mask, it's scary"
2023-10-11 22:33:09,Comment,2,"He's such an idiot, i hope he gets a huge sentence"
2023-10-11 17:19:37,Comment,1,"I think we'll have diminishing returns for sure in the big caps, but crypto going away it's like money or stocks going away..."
2023-10-11 17:17:32,Comment,3,Wouldn't mind eth bellow 1000
2023-10-11 17:16:37,Comment,1,Let's just survive until 2025 without a nuclear war and we'll be fine
2023-10-11 17:14:18,Comment,1,"Me too but at the same time, it's more time to accumulate."
2023-10-11 12:42:14,Comment,1,Yeah that's the biggest downside on eth
2023-10-11 12:41:47,Comment,0,You have a good point xD
2023-10-11 12:41:09,Comment,1,You're welcome citizen of the world!!
2023-10-11 11:38:50,Comment,0,When the bull market starts all this fud will go away
2023-10-11 11:38:02,Comment,2,They want to buy cheap as all the big boys
2023-10-11 11:37:07,Comment,1,Thanks
2023-10-11 10:37:01,Comment,2,Like most things in life xD
2023-10-11 10:36:27,Comment,2,Thanks for the info. Didn't knew about that doge news.
2023-10-11 10:35:12,Comment,1,I don't know too but most of the times ignorance is a bless
2023-10-10 23:28:22,Comment,1,Interdasting
2023-10-10 20:48:19,Comment,3,"I'm a cop, i love donuts"
2023-10-10 20:46:32,Comment,2,"No worries, buy buy buy"
2023-10-10 20:45:51,Comment,1,Sandwich attack ahah
2023-10-10 16:55:41,Comment,1,Fud more so i can buy below $1000
2023-10-10 16:48:29,Comment,1,I wouldn't mind to fill my bag if we go below $1000
2023-10-10 16:47:40,Comment,1,I think this was likely to happen in a bear market like this one.
2023-10-10 16:46:51,Comment,1,It's all about the money money money
2023-10-10 16:46:03,Comment,1,"In a bear market we have fud everyday, i can't wait for a bull market, tired of bad news!"
2023-10-10 16:41:56,Comment,2,Thank you for the info brotha
2023-10-10 16:07:54,Comment,1,Eth all the way
2023-10-10 16:07:05,Comment,1,None!
2023-10-10 16:04:55,Comment,1,Gensler vs Logan Paul xD
2023-10-10 16:04:39,Comment,1,SEC should go after him!
